evse_sequential_id,evse_charge_month,evse_id,evse_mean_sessions,evse_mean_duration,evse_mean_energy_wh,evse_sum_duration,evse_sum_energy_wh,location_latitude,location_longitude,location_postal_code,location_city,,Pincode,Latitude of nearest fast charger,Longitude of the nearest fast charger,Distance from the nearet fast charger(in Km)
10383,01.01.22,DE*UFC*E110114*1,15.5165209,4.679767115,-4953.553068,493.3037256,163337.9299,49.839264,12.172418,92670,Windischeschenbach,,926,49.66344,12.14901,19.62293227
10384,01.01.21,DE*EDR*E92100038*1,-16.19602559,8.147267168,8315.027184,-469.321636,-168526.0782,49.271779,11.599725,92355,92355 Velburg,,923,49.312984,11.475445,10.11067872
10385,01.03.22,DE*EDR*E11000317*2,39.40517938,-15.12167839,2885.134257,956.6652773,620082.5408,53.298955,9.535043,27419,Tiste,,274,53.850924,8.715758,81.80999674
10386,01.05.22,DE*UFC*E320109*2,-53.14425704,-6.321090478,-5665.1033,-1405.272083,-1463770.206,50.806619,7.220173,53721,Siegburg,,537,50.798281,7.20399,1.467292457
10387,01.11.20,DE*EDR*E12100015*1,-10.07136604,-23.84794361,-6119.782736,-423.5317888,-146446.6283,53.855931,13.33372,17129,VÃ¶lschow,,171,53.855673,13.333344,0.037830257
10388,01.08.21,DE*EDR*E21000141*1,29.02035375,5.37579294,8799.657908,1072.26598,842955.2746,47.828935,12.590243,83346,Bergen (Chiemgau),,833,47.828659,12.636339,3.441226757
10389,01.08.18,DE*EDR*E02100017*1,12.29163984,-10.43038791,-447.4458826,-49.89406269,19888.25537,51.063068,13.570808,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.5970861
10391,01.11.21,DE*UFC*E210011*1,31.40400393,-7.612521911,806.667088,475.8997628,642643.959,51.56778,13.927832,1994,Schipkau,,199,51.535798,13.914721,3.66995778
10392,01.01.22,DE*EDR*E62100049*1,11.8381185,-17.34580442,-9922.313948,-454.3209333,-390865.9285,50.096868,8.353418,65207,65207 Wiesbaden,,652,50.048154,8.217435,11.11404241
10394,01.06.21,DE*EDR*E11000306*2,28.6075443,-9.223932641,2218.781853,565.8122158,424607.042,52.128412,10.05008,31174,Schellerten,,311,52.16083,9.99676,5.121711814
10395,01.11.20,DE*EDR*E11000312*2,-13.35102003,543.0900532,1846.327739,4547.342739,-292006.1964,50.421205,10.350991,97638,Mellrichstadt,,976,50.1800788,10.0783839,33.07239389
10396,01.07.21,DE*EDR*E21000204*1,20.5433072,-8.961562866,7890.859068,668.8361078,706524.0896,50.950038,11.19506,99198,MÃ¶nchenholzhausen,,991,51.113131,10.933049,25.77960823
10397,01.05.22,DE*UFC*E210011*1,3.958477086,-0.046982564,1012.43287,-254.0722644,1246.191303,51.56778,13.927832,1994,Schipkau,,199,51.535798,13.914721,3.66995778
10399,01.04.21,DE*EDR*E21000169*1,24.42669802,6.588113674,6413.413171,976.6145453,510601.4822,49.750848,9.963149,97084,WÃ¼rzburg,,970,49.791594,9.953112,4.587726461
10400,01.02.21,DE*UFC*E320106*1,-44.81669819,5.299035939,8109.025298,-1204.51307,-1349093.761,53.42415,9.966352,21077,Hamburg,,210,53.483558,10.211489,17.52406092
10403,01.06.21,DE*UFC*E210005*1,-38.48296002,-9.40580311,-2575.922127,-1312.232567,-968954.5547,50.929797,6.337299,52428,JÃ¼lich,,524,50.9291834,6.3385009,0.108399691
10410,01.02.22,DE*EDR*E11000320*2,26.69911469,-0.32225072,5522.732407,1017.473076,585159.845,52.54074,8.112483,49434,Holdorf,,494,52.82659,8.303935,34.30507166
10411,01.10.21,DE*EDR*E22100054*1,27.18732406,-5.236575315,3085.357494,621.8662584,462504.4823,54.070886,10.755442,23730,23730 Sierksdorf,,237,54.09928,10.82748,5.660916436
10412,01.08.21,DE*EDR*E21000145*1,104.7139899,2.905677561,8408.162337,3390.573261,2476274.583,52.91502,8.425643,27801,DÃ¶tlingen,,278,53.0557945,8.5012833,16.45198669
10413,01.02.18,DE*EDR*E92100038*1,-5.781609987,6.273390521,1931.974083,-75.9730086,-44318.5473,49.271779,11.599725,92355,92355 Velburg,,923,49.312984,11.475445,10.11067872
10414,01.05.22,DE*EDR*E11000311*2,21.50298975,-4.233147676,11010.7094,887.2139446,651075.0833,53.483845,10.024303,21109,Hamburg,,211,53.50427,9.98539,3.432815891
10416,01.04.22,DE*EDR*E62100024*1,85.4924025,-2.408193838,3042.67469,1926.554326,1233456.888,49.946873,8.611233,64331,64331 Weiterstadt,,643,49.8120551,8.5791129,15.16670972
10417,01.11.19,DE*EDR*E02100072*1,-4.388708484,-4.841174562,6856.785421,-132.2770379,-62124.53721,51.435207,11.426726,6542,06542 Wolferstedt,,654,49.99718,8.4241166,265.0247428
10419,01.10.20,DE*EDR*E21000200*1,-33.92414978,16.47272119,17456.60104,-1057.208543,-423340.3694,52.340394,10.354565,38176,Wendeburg,,381,52.262151,10.527829,14.64564231
10420,01.06.19,DE*EDR*E02100073*1,-9.05113547,-2.514849869,4230.851389,-245.7809343,-143335.9801,51.432622,11.423106,6542,06542 Wolferstedt,,654,49.99718,8.4241166,264.6528836
10422,01.10.19,DE*EDR*E22100035*1,-12.30179932,-1.950651664,5422.185562,-359.715627,-129758.3859,54.366156,9.670627,24791,24791 Alt-Duvenstedt,,247,54.32017008,9.626915146,5.84591625
10424,01.10.21,DE*EDR*E21000188*1,46.47292873,-2.895849915,4126.574274,1401.502102,805142.9901,48.058901,10.845777,86899,Landsberg am Lech,,868,48.1970802,10.75851417,16.67404536
10426,01.09.21,DE*EDR*E21000145*1,90.84696163,3.789837753,7851.736035,2882.437018,2080861.348,52.91502,8.425643,27801,DÃ¶tlingen,,278,53.0557945,8.5012833,16.45198669
10430,01.01.21,DE*UFC*E210040*1,-95.00551521,-8.095840333,-19152.03462,-2709.086215,-2713150.348,50.094736,8.352361,65207,Wiesbaden,,652,50.048154,8.217435,10.93414579
10431,01.04.21,DE*EDR*E21000157*1,-16.27165516,-6.96405912,5144.169748,-498.3537662,-183638.2609,50.817141,6.215553,52249,Eschweiler,,522,50.818,6.215,0.103114768
10433,01.04.22,DE*EDR*E11000305*2,63.8552293,-7.865926278,8925.997267,2339.762886,1536019.207,52.221648,11.053737,38350,Helmstedt,,383,52.24045665,10.9958111,4.465110717
10434,01.03.21,DE*EDR*E11000306*2,-3.273365937,-6.793974125,4123.25407,-227.2045822,-40865.82532,52.128412,10.05008,31174,Schellerten,,311,52.16083,9.99676,5.121711814
10435,01.10.19,DE*EDR*E62100049*1,31.13877507,-5.49811547,1058.709545,745.9966974,338944.5033,50.096868,8.353418,65207,65207 Wiesbaden,,652,50.048154,8.217435,11.11404241
10438,01.04.21,DE*EDR*E21000196*1,-27.90354558,-3.877961239,154.8070347,-846.0443675,-479912.726,48.932942,12.705867,94336,Hunderdorf,,943,48.8676,12.5742,12.0589825
10441,01.04.21,DE*EDR*E11000313*2,6.128405013,-13.8129571,5003.36216,118.287682,138397.6287,53.367001,9.736307,21279,Appel,,212,53.382537,9.9790413,16.19453634
10442,01.07.21,DE*EDR*E21000182*1,-23.64234132,-21.40477052,6525.836069,-806.9664209,-256327.6922,51.632195,7.87476,59069,Hamm,,590,51.66959,7.81033,6.086783283
10443,01.04.21,DE*EDR*E21000200*1,-21.05964573,-6.463787256,2018.345794,-849.2328,-289720.8528,52.340394,10.354565,38176,Wendeburg,,381,52.262151,10.527829,14.64564231
10444,01.05.22,DE*EDR*E12100066*1,21.56444486,-8.717717887,2022.486302,441.839081,333305.0054,53.115207,12.469085,16909,16909 Heiligengrabe,,169,53.067119,12.532982,6.840916657
10445,01.06.19,DE*EDR*E22100080*1,-13.79048729,2.36440684,6291.588919,-346.7636053,-168334.2216,53.818625,10.479484,23858,Reinfeld,,238,50.865765,10.252332,328.7049838
10448,01.04.22,DE*UFC*E210008*1,166.4726384,-14.04893885,-37.22547019,2830.78024,3446855.352,51.942285,7.551004,48161,MÃ¼nster,,481,51.967304,7.6431482,6.90009294
10449,01.07.21,DE*EDR*E11000312*2,-14.54181777,-32.28422672,2452.327984,-645.1682059,-291442.8501,50.421205,10.350991,97638,Mellrichstadt,,976,50.1800788,10.0783839,33.07239389
10451,01.03.22,DE*UFC*E320110*1,143.725636,-4.846153865,6611.071822,3977.16351,4694070.739,50.80941,7.220012,53721,Siegburg,,537,50.798281,7.20399,1.673035487
10453,01.07.21,DE*UFC*E110019*1,-33.05287429,-102.0503409,68.08390509,-1287.654989,-792782.6968,50.115383,7.598395,56291,Pfalzfeld,,562,50.546194,7.637306,47.9835521
10454,01.10.20,DE*EDR*E21000126*1,-18.46724377,-9.025769192,5585.979887,-887.5472659,-98525.3319,51.326179,6.891523,40883,Ratingen,,408,51.252237,6.951764,9.227675509
10456,01.12.18,DE*EDR*E22100053*1,-9.685402342,10.84089312,11340.21722,-237.0097155,-86144.74092,54.068219,10.756875,23730,23730 Sierksdorf,,237,54.09928,10.82748,5.75658669
10459,01.04.22,DE*UFC*E210005*1,2.35935538,-7.320157063,-4309.190665,-452.6269598,-383005.3342,50.929797,6.337299,52428,JÃ¼lich,,524,50.9291834,6.3385009,0.108399691
10460,01.04.21,DE*EDR*E21000172*1,-40.54694106,3.54211464,7591.322355,-1188.067017,-750004.8916,50.75979,9.357805,36304,Alsfeld,,363,50.7382511,9.2462788,8.203819313
10462,01.10.21,DE*UFC*E320118*1,68.97882812,7.812914474,6823.316967,2199.438008,2604634.472,51.866395,8.369457,33334,GÃ¼tersloh,,333,51.883901,8.354353,2.205511857
10466,01.01.21,DE*EDR*E22100035*1,5.397544111,-2.944384346,2348.411098,24.96674237,111079.1824,54.366156,9.670627,24791,24791 Alt-Duvenstedt,,247,54.32017008,9.626915146,5.84591625
10467,01.08.19,DE*EDR*E92100039*1,-25.7472486,-2.909731755,2382.137116,-952.7199669,-476345.0336,49.308275,10.968714,91126,91126 Kammerstein,,911,49.323136,11.042675,5.610095326
10468,01.11.21,DE*UFC*E110126*1,-22.24102574,-8.136229487,8809.117066,-807.4347075,-458737.9073,50.404134,11.773038,95180,Berg,,951,50.217945,11.937066,23.75493267
10476,01.09.21,DE*EDR*E21000210*1,65.97296297,-9.0600219,-3862.127621,534.7071197,1762148.585,51.12548,6.7975,41541,Dormagen,,415,51.061111,6.820522,7.335859339
10477,01.11.21,DE*UFC*E110112*1,3.501793107,-7.8492187,3694.246352,58.49538903,87810.10061,49.836971,12.172432,92670,Windischeschenbach,,926,49.66344,12.14901,19.36900352
10481,01.09.21,DE*EDR*E62100025*1,113.6367108,-1.215490734,6500.749305,3175.117463,2244843.8,49.946431,8.608135,64331,64331 Weiterstadt,,643,49.8120551,8.5791129,15.08593552
10484,01.10.20,DE*EDR*E22100054*1,-12.81267594,-7.776257855,693.9969499,-418.1337416,-217245.5177,54.070886,10.755442,23730,23730 Sierksdorf,,237,54.09928,10.82748,5.660916436
10485,01.04.22,DE*EDR*E21000144*1,7.453058936,12.55997178,11007.21521,630.9329828,403205.1084,51.403972,10.41653,37339,Kirchworbis,,373,51.37377,10.11615,21.11190674
10486,01.01.21,DE*EDR*E21000194*1,-17.32353272,-19.34625478,3458.473114,-955.2399402,-209365.5235,51.571066,7.102529,45892,Gelsenkirchen,,458,51.521511,7.073921,5.854611577
10487,01.03.22,DE*UFC*E110010*1,19.25452548,1.516447844,6990.804008,491.8705022,720599.0715,51.105588,11.957236,6721,Teuchern,,672,49.545854,8.352779,309.0608369
10488,01.04.19,DE*EDR*E02100057*1,-13.20882007,1.42980239,6593.885129,-361.1753276,-228866.7596,51.200127,14.329909,2625,02625 Bautzen,,262,53.041733,8.22121386,464.4154945
10489,01.04.21,DE*UFC*E110026*1,-7.873422151,-4.221803096,4127.670553,-299.2828814,-196033.3831,47.909203,7.592365,79258,Hartheim-Bremgarten,,792,47.970762,7.721949,11.8334524
10490,01.09.19,DE*EDR*E62100025*1,-0.363289229,0.1539013,6313.724986,31.11746301,148466.7999,49.946431,8.608135,64331,64331 Weiterstadt,,643,49.8120551,8.5791129,15.08593552
10492,01.11.21,DE*UFC*E110122*1,-43.61419706,-6.571515741,7885.501945,-1164.302881,-1194771.914,50.406237,11.773701,95180,BBerg,,951,50.217945,11.937066,23.93603187
10494,01.11.18,DE*EDR*E22100030*1,-5.128060307,-4.893086685,3989.081392,-169.2597088,-56252.77876,53.520118,10.805807,23899,23899 Gudow,,238,50.865765,10.252332,297.5493706
10495,01.05.22,DE*EDR*E02100017*1,-3.834235332,4.160357364,7562.97792,-54.24906501,-17872.30486,51.063068,13.570808,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.5970861
10496,01.08.18,DE*EDR*E02100042*1,70.29163984,3.895802562,231.373165,2747.105937,839269.2554,51.608992,12.187898,6794,Sandersdorf-Brehna,,679,51.555342,12.19287,5.975491491
10499,01.04.22,DE*EDR*E21000283*1,-23.60273972,28.69213413,20051.0357,-441.5715228,42424.18469,51.516576,7.457328,44137,Dortmund,,441,51.491536,7.455575,2.786963372
10501,01.07.18,DE*EDR*E92100037*1,-34.10751805,-21.8256662,-7118.239363,-1138.195772,-589575.348,49.271799,11.601929,92355,92355 Velburg,,923,49.312984,11.475445,10.25242222
10503,01.04.22,DE*EDR*E12100020*1,19.67898351,-2.414063445,6325.071267,661.4947038,459464.4189,52.133086,12.754556,14823,14823 MÃ¼hlenflieÃŸ-Grabow,,148,52.160095,12.779865,3.464375468
10505,01.04.22,DE*EDR*E02100018*1,-3.208820068,-4.885987084,-75.76399367,-161.1753276,-157156.7596,51.060482,13.572325,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.8698694
10506,01.07.21,DE*EDR*E21000183*1,27.35765868,-21.44100241,4511.613847,593.0335791,525014.3078,51.866448,8.369656,59069,Hamm,,590,51.66959,7.81033,44.27775121
10507,01.12.21,DE*UFC*E32000112*1,45.82491428,-10.9407417,523.3953306,1355.341398,1123186.773,52.23117,7.876939,49545,Tecklenburger Land,,495,52.55593418,7.94300521,36.38931337
10512,01.06.18,DE*EDR*E02100085*1,5.94886453,-4.45640831,-109.3434157,127.2190657,18944.01993,50.466056,12.184668,8527,08527 Plauen,,852,48.238569,11.353808,254.8871783
10513,01.10.18,DE*EDR*E22100019*1,-19.81267594,1.834853256,-630.3363834,-559.1337416,-318344.5177,54.803352,9.328803,24983,Handewitt,,249,52.382725,9.333851,269.1616477
10514,01.06.21,DE*EDR*E92100038*1,5.126819621,-2.998077936,-710.9893333,22.36613099,92906.64969,49.271779,11.599725,92355,92355 Velburg,,923,49.312984,11.475445,10.11067872
10517,01.01.21,DE*EDR*E21000142*1,-30.64526677,14.92096497,13861.62363,-713.3086585,-437702.6887,47.827878,12.590899,83346,Bergen (Chiemgau),,833,47.828659,12.636339,3.393265176
10518,01.06.18,DE*EDR*E91100088*1,-10.46169825,-8.996465189,426.0448175,-361.301522,-282118.0611,49.839264,12.172418,92670,Windischeschenbach,,926,49.66344,12.14901,19.62293227
10519,01.09.19,DE*EDR*E82100083*1,-29.19083744,-7.796216631,-3561.897733,-846.8271265,-612478.2827,48.124006,11.759489,85622,Vaterstetten,,856,48.08001,11.87231,9.701495838
10521,01.11.19,DE*EDR*E62100025*1,-15.17660929,-9.847419633,6441.783691,-483.1292698,-132341.7578,49.946431,8.608135,64331,64331 Weiterstadt,,643,49.8120551,8.5791129,15.08593552
10525,01.02.19,DE*EDR*E22100001*1,-2.188040281,4.173080998,6743.799555,-30.68463025,50716.71323,54.09272,9.92966,24537,24537 NeumÃ¼nster,,245,54.180057,9.94417,9.757324727
10526,01.02.22,DE*UFC*E32000112*1,33.81139973,-10.01896777,3718.9029,862.2483682,1110794.095,52.23117,7.876939,49545,Tecklenburger Land,,495,52.55593418,7.94300521,36.38931337
10527,01.05.20,DE*UFC*E110014*1,-50.74784733,-6.351357029,-4613.984674,-1375.18138,-1270303.102,48.4442,10.876023,86368,Gersthofen,,863,48.406458,10.95206,7.006559099
10528,01.02.21,DE*EDR*E31100014*1,-7.343766942,5.493511587,11487.4442,-128.3222241,-113250.6318,51.38117688,9.23966895,34289,Zierenberg,,342,51.2288935,9.4296715,21.47529874
10532,01.07.21,DE*UFC*E320121*2,21.70270311,-13.71953707,1570.017542,613.0841457,809588.0336,53.855926,13.333712,17129,VÃ¶lschow,,171,53.855673,13.333344,0.037066733
10533,01.05.21,DE*EDR*E21000200*1,-5.685060989,8.679646506,10602.40071,-104.3065374,190943.6019,52.340394,10.354565,38176,Wendeburg,,381,52.262151,10.527829,14.64564231
10535,01.08.21,DE*EDR*E21000196*1,-35.40308567,0.880896076,415.7855468,-1177.763103,-593845.7111,48.932942,12.705867,94336,Hunderdorf,,943,48.8676,12.5742,12.0589825
10536,01.04.22,DE*EDR*E31100047*1,37.40697807,-5.32749301,3282.837087,1017.622522,569208.7857,50.52085,8.7554999,35415,35415 Pohlheim,,354,50.491861,8.655611,7.764754171
10538,01.05.22,DE*UFC*E210015*1,13.84722318,-14.42159673,-1092.91395,-482.2934975,150452.8063,51.125661,6.602056,41516,Grevenbroich,,415,51.061111,6.820522,16.86089429
10539,01.02.21,DE*UFC*E110016*1,-26.24592743,-19.71120898,-30836.27716,-753.3105548,-949261.8993,54.803453,9.328729,24983,Handewitt,,249,52.382725,9.333851,269.1728844
10540,01.11.21,DE*EDR*E99000502*1,110.8233907,-5.738576096,7386.443555,3678.87073,2420323.242,50.356513,8.692383,61239,61239 Ober-MÃ¶rlen,,612,50.341922,8.530458,11.60325077
10541,01.08.18,DE*EDR*E02100005*1,3.291639841,-10.83298532,-1680.417744,-274.8940627,-137411.7446,50.893563,12.9408,9244,09244 Lichtenau,,924,49.3225632,12.121547,184.1951043
10542,01.03.21,DE*UFC*E320116*2,-56.94726581,3.168498173,-2582.456158,-1579.015416,-1608726.746,52.501791,13.277195,14055,Berlin,,140,52.500152,13.273421,0.313806901
10544,01.09.18,DE*EDR*E02100064*1,-0.575388418,-4.427768492,-0.279921441,-90.03030503,-109374.9795,51.655934,11.822297,6420,06420 KÃ¶nnern,,642,49.906861,8.648861,295.9325384
10545,01.12.21,DE*EDR*E21000196*1,-22.64077603,-8.810412936,-3932.550781,-789.8960844,-429921.4658,48.932942,12.705867,94336,Hunderdorf,,943,48.8676,12.5742,12.0589825
10549,01.02.21,DE*EDR*E22100030*1,-0.698916901,5.157303868,1029.409478,25.89725515,-28379.41862,53.520118,10.805807,23899,23899 Gudow,,238,50.865765,10.252332,297.5493706
10551,01.02.21,DE*EDR*E21000171*1,-5.797863204,-2.410903546,2137.633184,-288.6700797,-33164.60758,50.860779,12.308123,4626,SchmÃ¶lln,,462,51.656773,6.9472599,383.3017011
10552,01.04.21,DE*UFC*E320102*1,68.24041068,3.31186654,145.5609958,1203.124396,1481035.348,48.337404,11.608041,85376,Neufahrn bei Freising,,853,48.38330103,11.75294101,11.85984504
10555,01.11.20,DE*EDR*E02100058*1,-9.388708484,-20.38662911,-2705.941851,-403.2770379,-223964.5372,51.198028,14.330231,2625,02625 Bautzen,,262,53.041733,8.22121386,464.5467582
10556,01.04.22,DE*UFC*E110107*1,37.78900853,4.271532113,5572.755306,1010.126566,1160530.63,54.363368,9.670997,24791,Alt-Duvenstedt,,247,54.32017008,9.626915146,5.589047438
10559,01.11.21,DE*EDR*E11000298*2,1.675340888,-9.869765728,14789.05369,278.6611761,322748.4298,52.232453,11.024536,38350,Helmstedt,,383,52.24045665,10.9958111,2.148999626
10562,01.04.22,DE*UFC*E110127*1,16.93886267,1.308371024,13924.56339,392.6670027,1358108.87,50.404059,11.773043,95180,Berg,,951,50.217945,11.937066,23.74749512
10563,01.11.21,DE*UFC*E210015*1,78.29275003,-20.05081342,-822.594295,1445.67853,1564710.574,51.125661,6.602056,41516,Grevenbroich,,415,51.061111,6.820522,16.86089429
10566,01.11.21,DE*UFC*E210008*1,138.29275,-22.95824792,-865.115242,2381.67853,2817800.574,51.942285,7.551004,48161,MÃ¼nster,,481,51.967304,7.6431482,6.90009294
10567,01.07.19,DE*EDR*E12100015*1,-5.262163785,2.586109815,12357.28001,20.9572668,90750.71799,53.855931,13.33372,17129,VÃ¶lschow,,171,53.855673,13.333344,0.037830257
10569,01.09.21,DE*EDR*E21000180*1,-22.45257499,7.297801431,7613.572005,-699.406215,-228663.699,50.947866,11.196966,99198,MÃ¶nchenholzhausen,,991,51.113131,10.933049,26.04465825
10570,01.02.21,DE*UFC*E110022*1,-10.66098192,1.014644577,-1121.31373,-278.1335361,-420176.3373,53.510523,10.852898,19246,LÃ¼ttow-Valluhn,,192,53.3003,11.0516,26.83127476
10571,01.10.21,DE*EDR*E31100047*1,22.54247402,-10.14945184,2109.21757,520.6467792,268069.2691,50.52085,8.7554999,35415,35415 Pohlheim,,354,50.491861,8.655611,7.764754171
10573,01.09.21,DE*EDR*E99000506*1,30.42461158,2.10935272,8124.320079,1112.969695,744663.0205,51.655961,11.817886,6420,06420 KÃ¶nnern,,642,49.906861,8.648861,295.7008947
10574,01.09.18,DE*EDR*E12100067*1,12.82329177,-9.428752697,1643.993715,190.057841,149313.3308,53.115301,12.466908,16909,16909 Heiligengrabe,,169,53.067119,12.532982,6.940584227
10575,01.05.22,DE*UFC*E110124*1,-16.68655259,-5.468030894,-10843.67771,-791.4067347,-851992.675,50.404144,11.772845,95180,Berg,,951,50.217945,11.937066,23.76262397
10578,01.07.18,DE*EDR*E62100050*1,19.63259296,-14.44937811,1078.401497,371.3597858,193525.5885,50.094757,8.352353,65207,65207 Wiesbaden,,652,50.048154,8.217435,10.93474753
10581,01.02.18,DE*EDR*E02100043*1,12.04043492,4.880428112,5465.146234,490.8799261,219227.8229,51.607277,12.183264,6794,06794 Sandersdorf-Brehna,,679,51.555342,12.19287,5.812927442
10583,01.06.21,DE*EDR*E21000188*1,9.495117384,-3.138636757,3954.638583,155.8722384,219516.2862,48.058901,10.845777,86899,Landsberg am Lech,,868,48.1970802,10.75851417,16.67404536
10587,01.07.21,DE*EDR*E21000199*1,38.56966811,-9.325494329,5518.458183,1081.154545,872716.7159,52.422326,9.554407,30823,Garbsen,,308,52.44352,9.7226936,11.64974688
10588,01.06.18,DE*EDR*E02100018*1,22.94886453,-7.075289429,518.5913162,463.2190657,261783.0199,51.060482,13.572325,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.8698694
10590,01.02.22,DE*UFC*E110004*1,36.18423405,6.387824063,13657.58255,1516.206849,1879428.271,49.76904,10.470847,96160,Geiselwind,,961,49.819859,11.000909,38.46502254
10592,01.10.21,DE*EDR*E11000301*2,31.54635763,-10.18336494,1466.788496,640.1621869,492413.4507,51.930074,8.532181,33689,Bielefeld,,336,52.028614,8.556061,11.07854171
10594,01.11.21,DE*UFC*E320120*1,16.93694618,-1.091318782,1903.711308,442.3577124,517470.0585,52.640902,13.244103,16540,Hohen Neuendorf,,165,52.662394,13.271513,3.021586366
10600,01.01.20,DE*EDR*E72100096*1,1.158552961,7.88958869,4004.876073,40.19553076,83195.29571,48.80881,8.18106,76532,76532 Baden Baden,,765,48.818245,8.302521,8.955423109
10602,01.12.20,DE*UFC*E320101*1,-18.49681977,1.662463546,-1449.888481,-632.7273207,-760742.3921,48.337413,11.608175,85376,Neufahrn bei Freising,,853,48.38330103,11.75294101,11.85047726
10603,01.01.19,DE*EDR*E11000146*2,0.241817451,-9.611299745,-1401.043158,-184.6708515,-181698.1627,51.38224573,9.24671866,34289,Zierenberg,,342,51.2288935,9.4296715,21.27247406
10604,01.12.19,DE*EDR*E02100073*1,-10.94605052,-0.288363593,4978.94398,-365.0270445,-211626.4994,51.432622,11.423106,6542,06542 Wolferstedt,,654,49.99718,8.4241166,264.6528836
10608,01.10.20,DE*EDR*E21000165*1,-36.13615922,-24.69421734,-2378.366675,-1160.329509,-534956.7775,50.928524,6.776295,50226,Frechen,,502,50.912347,6.819812,3.54128999
10609,01.09.18,DE*EDR*E92100037*1,2.896599756,-4.563038499,-369.6914608,-28.4380946,-64913.13663,49.271799,11.601929,92355,92355 Velburg,,923,49.312984,11.475445,10.25242222
10611,01.01.21,DE*EDR*E21000189*1,-23.14107166,-5.67648016,5930.755547,-806.7330702,-320462.7705,52.231081,7.876863,49545,Tecklenburger Land,,495,52.55593418,7.94300521,36.3997704
10614,01.07.21,DE*UFC*E110017*1,-8.052874286,-97.43948122,3372.457208,-473.654989,89041.30317,50.115428,7.598365,56291,Pfalzfeld,,562,50.546194,7.637306,47.97867918
10615,01.05.21,DE*EDR*E21000230*1,-74.42236009,-1.614877504,-9589.052791,-2195.341568,-1788404.816,48.337465,11.608238,85376,Neufahrn bei Freising,,853,48.38330103,11.75294101,11.84378209
10620,01.03.22,DE*EDR*E91100088*1,-15.34260848,-12.71029752,2944.137483,-600.31832,-376596.9284,49.839264,12.172418,92670,Windischeschenbach,,926,49.66344,12.14901,19.62293227
10622,01.07.21,DE*UFC*E110001*1,25.5642929,-6.145179727,8992.948159,1144.53894,1316295.257,49.769169,10.470803,96160,Geiselwind,,961,49.819859,11.000909,38.46599199
10624,01.11.19,DE*EDR*E11000146*2,-11.77291035,-11.49941976,7378.913318,-414.479188,-238692.992,51.38224573,9.24671866,34289,Zierenberg,,342,51.2288935,9.4296715,21.27247406
10625,01.03.22,DE*UFC*E110018*1,76.59458624,-84.52012157,3192.34637,2034.335261,2650440.647,50.115412,7.598384,56291,Pfalzfeld,,562,50.546194,7.637306,47.9803777
10627,01.10.21,DE*EDR*E21000146*1,78.53148699,10.01357633,9809.278714,2973.823123,2010403.805,52.913791,8.425558,27801,DÃ¶tlingen,,278,53.0557945,8.5012833,16.58382558
10629,01.06.18,DE*EDR*E02100005*1,24.94886453,-0.473038022,2175.833968,780.2190657,356674.0199,50.893563,12.9408,9244,09244 Lichtenau,,924,49.3225632,12.121547,184.1951043
10630,01.04.18,DE*EDR*E82100083*1,-18.82426909,-26.19784488,-11959.31277,-1006.972149,-708740.0628,48.124006,11.759489,85622,Vaterstetten,,856,48.08001,11.87231,9.701495838
10634,01.01.22,DE*UFC*E110009*1,-23.1874095,2.763052549,11262.24227,-766.8004668,-654838.7891,51.105649,11.957243,6721,Teuchern,,672,49.545854,8.352779,309.0649156
10635,01.08.19,DE*EDR*E62100007*1,-31.49626097,-2.863609517,4237.308482,-1043.746295,-456897.9652,49.690307,8.603811,64625,64625 Bensheim,,646,49.6861354,8.6187296,1.16915747
10636,01.03.21,DE*UFC*E320101*1,46.51718504,3.750122728,1909.927374,822.5019915,1154583.26,48.337413,11.608175,85376,Neufahrn bei Freising,,853,48.38330103,11.75294101,11.85047726
10637,01.05.22,DE*EDR*E11000302*2,53.68672005,-26.70192212,1605.168018,672.3504261,814763.6997,51.265533,7.249006,42389,Wuppertal,,423,51.265614,7.245308,0.25744944
10640,01.02.22,DE*EDR*E02100018*1,-8.959565078,1.480428112,4664.386234,-266.1200739,-186981.1771,51.060482,13.572325,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.8698694
10646,01.05.22,DE*EDR*E21000159*1,-3.10552142,17.79541584,13197.54923,510.9109778,297622.7144,47.829777,11.907303,83737,Irschenberg,,837,47.79258,11.83079,7.053617748
10647,01.02.21,DE*EDR*E02100042*1,-5.959565078,7.194713826,2945.814806,-130.1200739,-143841.1771,51.608992,12.187898,6794,Sandersdorf-Brehna,,679,51.555342,12.19287,5.975491491
10650,01.01.20,DE*EDR*E02100043*1,0.626019314,-3.792881388,3536.854919,-86.4687013,-27088.70793,51.607277,12.183264,6794,06794 Sandersdorf-Brehna,,679,51.555342,12.19287,5.812927442
10651,01.04.18,DE*EDR*E62100050*1,-11.99672088,-5.656180148,-41.80100239,-501.0275596,-281654.9801,50.094757,8.352353,65207,65207 Wiesbaden,,652,50.048154,8.217435,10.93474753
